progress | sum    | lcmap  | lcoff  | lleng  | angle  | Acc    | speed

074/2238k| 0.37490| 0.15436| 0.08854| 0.03829| 0.09372| 0.00000| 24.6 
074/2238k| 0.37000| 0.15591| 0.09402| 0.04414| 0.07593| 0.00000| 24.6 
074/2238k| 0.36273| 0.15014| 0.09160| 0.03707| 0.08392| 0.00000| 24.6 
074/2238k| 0.38333| 0.14980| 0.09165| 0.04222| 0.09967| 0.00000| 24.8 
074/2239k| 0.39601| 0.14284| 0.09117| 0.05634| 0.10565| 0.00000| 24.6 
074/2239k| 0.39687| 0.15219| 0.08937| 0.04627| 0.10904| 0.00000| 24.6 
074/2239k| 0.38823| 0.15129| 0.09428| 0.03575| 0.10691| 0.00000| 24.7 
074/2239k| 0.43595| 0.16599| 0.08930| 0.05995| 0.12071| 0.00000| 24.8 
074/2239k| 0.38271| 0.15085| 0.09028| 0.05709| 0.08449| 0.00000| 24.5 
074/2239k| 0.36346| 0.14651| 0.08829| 0.04870| 0.07996| 0.00000| 24.7 
074/2239k| 0.42483| 0.16219| 0.09533| 0.05978| 0.10752| 0.00000| 24.5 
074/2239k| 0.39637| 0.17282| 0.09338| 0.04169| 0.08847| 0.00000| 23.1 
074/2239k| 0.36867| 0.15804| 0.09211| 0.04687| 0.07166| 0.00000| 24.6 
074/2239k| 0.34590| 0.14661| 0.08941| 0.04105| 0.06884| 0.00000| 24.8 
074/2239k| 0.34391| 0.14127| 0.08716| 0.04202| 0.07345| 0.00000| 24.6 
074/2239k| 0.31660| 0.13395| 0.08781| 0.03763| 0.05721| 0.00000| 24.8 
074/2239k| 0.36128| 0.15085| 0.09222| 0.04332| 0.07490| 0.00000| 24.5 
074/2239k| 0.35727| 0.14767| 0.09249| 0.04617| 0.07093| 0.00000| 24.5 
074/2240k| 0.31717| 0.14264| 0.08725| 0.03183| 0.05544| 0.00000| 24.8 
074/2240k| 0.41070| 0.16674| 0.09569| 0.05781| 0.09046| 0.00000| 24.7 
074/2240k| 0.37132| 0.15461| 0.09284| 0.04211| 0.08175| 0.00000| 24.5 
074/2240k| 0.38067| 0.15994| 0.09550| 0.04793| 0.07730| 0.00000| 24.7 
074/2240k| 0.37627| 0.15950| 0.08952| 0.03440| 0.09286| 0.00000| 23.8 
074/2240k| 0.35297| 0.15309| 0.08709| 0.03873| 0.07406| 0.00000| 24.5 
074/2240k| 0.37507| 0.15134| 0.09249| 0.04527| 0.08597| 0.00000| 24.8 
074/2240k| 0.37089| 0.14062| 0.09145| 0.04497| 0.09386| 0.00000| 24.5 
074/2240k| 0.38040| 0.15734| 0.09206| 0.05265| 0.07836| 0.00000| 24.7 
074/2240k| 0.37482| 0.14918| 0.09001| 0.03484| 0.10080| 0.00000| 23.8 
074/2240k| 0.37329| 0.15588| 0.09094| 0.04000| 0.08647| 0.00000| 24.3 
074/2240k| 0.37006| 0.14638| 0.09201| 0.05993| 0.07174| 0.00000| 24.8 
074/2240k| 0.37536| 0.14740| 0.09179| 0.03743| 0.09873| 0.00000| 24.6 
074/2241k| 0.38983| 0.15317| 0.09640| 0.05295| 0.08731| 0.00000| 24.4 
074/2241k| 0.38308| 0.15845| 0.09008| 0.04932| 0.08523| 0.00000| 24.8 
074/2241k| 0.36490| 0.15351| 0.08877| 0.04007| 0.08255| 0.00000| 24.6 
074/2241k| 0.39497| 0.17932| 0.09420| 0.05324| 0.06821| 0.00000| 23.7 
074/2241k| 0.36887| 0.14861| 0.09061| 0.03918| 0.09046| 0.00000| 24.7 
074/2241k| 0.34912| 0.13683| 0.09002| 0.04015| 0.08211| 0.00000| 24.6 
074/2241k| 0.37206| 0.14984| 0.09137| 0.04239| 0.08846| 0.00000| 24.8 
074/2241k| 0.37785| 0.15006| 0.09181| 0.04169| 0.09429| 0.00000| 24.5 
074/2241k| 0.36396| 0.15301| 0.09355| 0.04999| 0.06741| 0.00000| 24.8 
074/2241k| 0.39701| 0.15815| 0.09478| 0.04965| 0.09444| 0.00000| 24.7 
074/2241k| 0.37596| 0.14840| 0.09090| 0.04300| 0.09366| 0.00000| 24.7 
074/2241k| 0.36420| 0.14360| 0.09318| 0.04590| 0.08152| 0.00000| 24.6 
074/2241k| 0.34420| 0.14216| 0.08655| 0.03779| 0.07769| 0.00000| 24.2 
074/2241k| 0.38096| 0.16158| 0.09173| 0.04841| 0.07924| 0.00000| 24.3 
074/2242k| 0.36400| 0.14865| 0.08666| 0.04087| 0.08782| 0.00000| 24.7 
074/2242k| 0.40826| 0.15692| 0.09318| 0.05703| 0.10112| 0.00000| 24.4 
074/2242k| 0.40268| 0.16551| 0.09469| 0.05047| 0.09202| 0.00000| 24.5 
074/2242k| 0.36793| 0.14574| 0.09181| 0.03605| 0.09434| 0.00000| 24.8 
074/2242k| 0.38784| 0.15835| 0.09182| 0.04414| 0.09352| 0.00000| 23.4 
074/2242k| 0.35244| 0.15425| 0.09423| 0.04466| 0.05930| 0.00000| 24.5 
074/2242k| 0.34523| 0.14759| 0.08782| 0.04125| 0.06857| 0.00000| 24.8 
074/2242k| 0.35478| 0.14483| 0.08852| 0.04187| 0.07956| 0.00000| 24.7 
074/2242k| 0.34827| 0.14622| 0.09062| 0.04054| 0.07088| 0.00000| 24.0 
074/2242k| 0.39697| 0.16261| 0.09478| 0.05201| 0.08756| 0.00000| 23.7 
074/2242k| 0.35593| 0.15480| 0.09040| 0.04825| 0.06248| 0.00000| 24.8 
074/2242k| 0.39272| 0.15085| 0.09260| 0.04495| 0.10432| 0.00000| 24.8 
074/2242k| 0.35804| 0.14877| 0.09215| 0.04842| 0.06870| 0.00000| 24.2 
074/2242k| 0.36423| 0.14814| 0.09164| 0.03776| 0.08670| 0.00000| 24.8 
074/2243k| 0.38621| 0.15400| 0.09084| 0.04836| 0.09301| 0.00000| 24.7 
074/2243k| 0.37800| 0.15835| 0.09147| 0.04200| 0.08618| 0.00000| 24.6 
074/2243k| 0.36039| 0.14791| 0.08954| 0.04615| 0.07679| 0.00000| 24.7 
074/2243k| 0.38047| 0.14370| 0.08720| 0.04789| 0.10168| 0.00000| 24.7 
074/2243k| 0.37105| 0.16294| 0.09147| 0.04736| 0.06928| 0.00000| 24.7 
074/2243k| 0.38574| 0.15855| 0.09071| 0.04587| 0.09061| 0.00000| 24.4 
074/2243k| 0.35230| 0.14904| 0.09144| 0.04241| 0.06941| 0.00000| 24.4 
074/2243k| 0.34596| 0.14965| 0.08972| 0.04399| 0.06260| 0.00000| 24.6 
074/2243k| 0.38009| 0.15482| 0.09197| 0.04247| 0.09083| 0.00000| 23.6 
074/2243k| 0.38074| 0.15775| 0.09018| 0.04684| 0.08597| 0.00000| 24.2 
074/2243k| 0.36834| 0.14760| 0.09004| 0.04357| 0.08714| 0.00000| 24.7 
074/2243k| 0.38297| 0.16183| 0.09208| 0.04709| 0.08197| 0.00000| 24.6 
074/2243k| 0.35266| 0.13876| 0.08675| 0.04098| 0.08617| 0.00000| 23.8 
074/2243k| 0.36393| 0.15560| 0.08689| 0.04067| 0.08077| 0.00000| 24.2 
074/2244k| 0.34504| 0.14974| 0.08793| 0.04374| 0.06363| 0.00000| 24.7 
074/2244k| 0.36492| 0.14461| 0.09303| 0.03814| 0.08914| 0.00000| 24.6 
074/2244k| 0.36132| 0.14095| 0.09027| 0.04252| 0.08758| 0.00000| 24.7 
074/2244k| 0.37193| 0.15344| 0.09125| 0.04948| 0.07777| 0.00000| 24.7 
074/2244k| 0.37599| 0.16627| 0.09135| 0.04352| 0.07486| 0.00000| 24.8 
074/2244k| 0.34684| 0.15018| 0.09125| 0.03900| 0.06640| 0.00000| 24.6 
074/2244k| 0.38157| 0.15544| 0.09420| 0.04498| 0.08695| 0.00000| 24.7 
074/2244k| 0.38397| 0.15236| 0.09303| 0.04321| 0.09537| 0.00000| 24.5 
074/2244k| 0.36474| 0.15382| 0.09279| 0.04401| 0.07412| 0.00000| 24.4 
074/2244k| 0.39490| 0.14768| 0.09082| 0.04304| 0.11336| 0.00000| 24.7 
074/2244k| 0.34237| 0.14730| 0.09031| 0.04068| 0.06408| 0.00000| 24.3 
074/2244k| 0.46941| 0.19454| 0.09272| 0.06340| 0.11875| 0.00000| 24.6 
074/2244k| 0.35289| 0.13817| 0.08663| 0.03836| 0.08974| 0.00000| 24.6 
074/2244k| 0.35656| 0.16112| 0.08748| 0.04214| 0.06583| 0.00000| 24.6 
074/2245k| 0.39040| 0.16489| 0.09162| 0.04808| 0.08581| 0.00000| 24.5 
074/2245k| 0.38407| 0.16898| 0.09408| 0.04006| 0.08095| 0.00000| 24.8 
074/2245k| 0.35744| 0.14044| 0.08908| 0.04117| 0.08675| 0.00000| 24.7 
074/2245k| 0.35201| 0.15992| 0.09232| 0.04379| 0.05597| 0.00000| 24.5 
074/2245k| 0.35343| 0.15211| 0.09104| 0.04710| 0.06318| 0.00000| 24.5 
074/2245k| 0.41600| 0.16997| 0.09592| 0.05952| 0.09061| 0.00000| 24.8 
074/2245k| 0.41083| 0.17420| 0.09502| 0.05376| 0.08784| 0.00000| 24.6 
074/2245k| 0.40522| 0.16399| 0.09297| 0.04628| 0.10198| 0.00000| 23.8 
074/2245k| 0.38170| 0.15315| 0.09251| 0.05147| 0.08457| 0.00000| 23.7 
074/2245k| 0.35971| 0.14749| 0.08986| 0.03724| 0.08512| 0.00000| 24.4 
074/2245k| 0.31427| 0.14141| 0.08922| 0.03421| 0.04944| 0.00000| 24.8 
074/2245k| 0.39469| 0.16151| 0.09035| 0.04384| 0.09899| 0.00000| 24.8 
074/2245k| 0.32311| 0.13143| 0.08966| 0.03520| 0.06682| 0.00000| 24.5 
074/2245k| 0.40196| 0.15299| 0.09221| 0.04987| 0.10689| 0.00000| 24.8 
074/2246k| 0.36275| 0.14372| 0.08980| 0.03549| 0.09374| 0.00000| 24.5 
074/2246k| 0.36525| 0.15846| 0.09135| 0.04334| 0.07210| 0.00000| 24.8 
074/2246k| 0.35050| 0.14454| 0.09256| 0.04338| 0.07002| 0.00000| 24.5 
074/2246k| 0.33716| 0.14885| 0.08929| 0.03848| 0.06054| 0.00000| 24.9 
074/2246k| 0.36721| 0.15784| 0.08888| 0.05132| 0.06916| 0.00000| 24.7 
074/2246k| 0.36678| 0.14189| 0.09002| 0.04186| 0.09302| 0.00000| 24.7 
074/2246k| 0.34789| 0.14340| 0.09055| 0.04243| 0.07150| 0.00000| 24.6 
074/2246k| 0.38353| 0.16054| 0.09133| 0.05254| 0.07912| 0.00000| 24.6 
074/2246k| 0.36234| 0.15829| 0.08902| 0.04039| 0.07464| 0.00000| 24.6 
074/2246k| 0.34984| 0.15071| 0.09395| 0.03671| 0.06847| 0.00000| 24.2 
074/2246k| 0.36628| 0.14854| 0.09422| 0.04441| 0.07911| 0.00000| 24.5 
074/2246k| 0.35932| 0.15281| 0.08964| 0.03741| 0.07946| 0.00000| 24.8 
074/2246k| 0.37232| 0.14930| 0.08947| 0.03960| 0.09394| 0.00000| 23.7 
074/2246k| 0.40249| 0.15788| 0.09173| 0.04790| 0.10497| 0.00000| 24.8 
074/2247k| 0.33611| 0.14140| 0.09081| 0.03610| 0.06781| 0.00000| 24.7 
074/2247k| 0.37775| 0.15449| 0.09539| 0.05206| 0.07581| 0.00000| 24.6 
074/2247k| 0.36341| 0.14361| 0.08893| 0.04159| 0.08928| 0.00000| 24.7 
074/2247k| 0.34572| 0.14115| 0.09143| 0.04229| 0.07085| 0.00000| 24.7 
074/2247k| 0.36546| 0.14836| 0.09289| 0.04731| 0.07691| 0.00000| 24.5 
074/2247k| 0.35476| 0.14255| 0.08745| 0.03726| 0.08751| 0.00000| 24.8 
074/2247k| 0.34434| 0.14253| 0.09377| 0.03764| 0.07041| 0.00000| 24.5 
074/2247k| 0.34584| 0.14551| 0.08996| 0.03736| 0.07301| 0.00000| 24.8 
074/2247k| 0.39044| 0.15469| 0.09171| 0.04234| 0.10169| 0.00000| 24.7 
074/2247k| 0.38457| 0.15532| 0.09009| 0.04383| 0.09533| 0.00000| 24.6 
074/2247k| 0.39195| 0.16499| 0.09044| 0.05102| 0.08551| 0.00000| 23.9 
074/2247k| 0.40434| 0.16518| 0.08927| 0.04875| 0.10115| 0.00000| 24.3 
074/2247k| 0.37779| 0.15593| 0.09315| 0.05042| 0.07829| 0.00000| 24.4 
074/2247k| 0.37956| 0.16615| 0.09090| 0.04815| 0.07436| 0.00000| 24.6 
074/2248k| 0.35630| 0.16434| 0.09303| 0.05563| 0.04330| 0.00000| 24.7 
074/2248k| 0.37138| 0.15254| 0.08997| 0.04194| 0.08692| 0.00000| 24.8 
074/2248k| 0.32648| 0.14287| 0.08926| 0.04242| 0.05194| 0.00000| 24.6 
074/2248k| 0.38553| 0.15404| 0.08941| 0.05080| 0.09129| 0.00000| 24.4 
074/2248k| 0.37272| 0.16061| 0.09074| 0.05024| 0.07113| 0.00000| 23.4 
074/2248k| 0.37732| 0.14360| 0.09230| 0.03617| 0.10525| 0.00000| 24.7 
074/2248k| 0.38698| 0.15426| 0.09088| 0.04177| 0.10007| 0.00000| 24.8 
074/2248k| 0.39632| 0.14999| 0.09037| 0.04694| 0.10903| 0.00000| 24.7 
074/2248k| 0.36867| 0.15027| 0.09136| 0.05153| 0.07550| 0.00000| 24.6 
074/2248k| 0.34345| 0.14791| 0.09029| 0.04428| 0.06098| 0.00000| 24.4 
074/2248k| 0.37652| 0.16515| 0.08905| 0.04874| 0.07357| 0.00000| 24.4 
074/2248k| 0.36524| 0.15258| 0.08759| 0.04384| 0.08122| 0.00000| 24.4 
074/2248k| 0.39482| 0.14134| 0.09060| 0.03393| 0.12895| 0.00000| 24.3 
074/2248k| 0.33800| 0.15096| 0.09096| 0.04019| 0.05589| 0.00000| 24.6 
074/2249k| 0.41373| 0.16407| 0.08944| 0.04758| 0.11264| 0.00000| 24.7 
075/2249k| 0.34592| 0.14101| 0.09096| 0.04010| 0.07385| 0.00000| 24.1 
075/2249k| 0.37364| 0.15049| 0.09168| 0.04052| 0.09095| 0.00000| 24.7 
075/2249k| 0.36347| 0.14379| 0.08772| 0.03704| 0.09491| 0.00000| 24.5 
075/2249k| 0.38019| 0.16234| 0.09559| 0.04439| 0.07787| 0.00000| 24.8 
075/2249k| 0.41105| 0.15863| 0.08891| 0.04769| 0.11583| 0.00000| 24.4 
075/2249k| 0.35092| 0.14526| 0.09160| 0.03986| 0.07419| 0.00000| 24.3 
075/2249k| 0.33750| 0.14231| 0.08897| 0.04451| 0.06171| 0.00000| 24.7 
075/2249k| 0.35902| 0.16210| 0.08889| 0.04095| 0.06708| 0.00000| 24.7 
075/2249k| 0.36239| 0.14947| 0.09419| 0.03939| 0.07934| 0.00000| 24.7 
075/2249k| 0.33071| 0.13872| 0.09071| 0.03345| 0.06783| 0.00000| 24.1 
075/2249k| 0.39043| 0.14388| 0.09057| 0.05060| 0.10537| 0.00000| 24.7 
075/2249k| 0.37575| 0.15181| 0.09013| 0.04883| 0.08498| 0.00000| 24.7 
075/2250k| 0.37774| 0.15274| 0.09365| 0.04631| 0.08504| 0.00000| 24.5 
075/2250k| 0.35178| 0.13772| 0.09026| 0.03212| 0.09168| 0.00000| 24.2 
075/2250k| 0.36438| 0.14980| 0.09241| 0.03901| 0.08316| 0.00000| 24.8 
075/2250k| 0.35698| 0.15603| 0.09279| 0.03748| 0.07068| 0.00000| 24.5 
075/2250k| 0.37163| 0.14846| 0.09029| 0.03921| 0.09367| 0.00000| 24.7 
075/2250k| 0.35489| 0.15029| 0.09237| 0.04439| 0.06784| 0.00000| 24.8 
075/2250k| 0.35393| 0.14588| 0.08977| 0.04193| 0.07635| 0.00000| 24.8 
075/2250k| 0.33547| 0.14086| 0.08990| 0.04239| 0.06232| 0.00000| 24.7 
075/2250k| 0.41539| 0.16307| 0.09321| 0.05347| 0.10564| 0.00000| 24.8 
075/2250k| 0.36900| 0.14687| 0.09231| 0.04407| 0.08576| 0.00000| 24.6 
075/2250k| 0.35508| 0.14156| 0.08765| 0.04101| 0.08486| 0.00000| 24.6 
075/2250k| 0.33013| 0.14501| 0.09152| 0.03985| 0.05375| 0.00000| 24.6 
075/2250k| 0.32622| 0.13988| 0.08876| 0.03752| 0.06006| 0.00000| 24.8 
075/2250k| 0.40471| 0.16432| 0.09372| 0.05817| 0.08851| 0.00000| 24.5 
075/2251k| 0.42202| 0.16414| 0.09607| 0.05216| 0.10966| 0.00000| 24.7 
075/2251k| 0.35557| 0.14183| 0.08808| 0.04216| 0.08350| 0.00000| 24.5 
075/2251k| 0.36110| 0.14789| 0.09025| 0.04594| 0.07702| 0.00000| 24.3 
075/2251k| 0.37953| 0.15810| 0.09277| 0.04276| 0.08591| 0.00000| 24.4 
075/2251k| 0.36092| 0.14404| 0.08630| 0.04315| 0.08743| 0.00000| 24.8 
075/2251k| 0.40283| 0.16505| 0.09095| 0.04939| 0.09744| 0.00000| 24.6 
075/2251k| 0.35728| 0.14386| 0.09107| 0.04249| 0.07986| 0.00000| 24.8 
075/2251k| 0.37923| 0.14934| 0.09280| 0.04534| 0.09176| 0.00000| 24.6 
075/2251k| 0.38328| 0.15355| 0.09242| 0.05019| 0.08712| 0.00000| 24.5 
075/2251k| 0.37588| 0.15120| 0.09460| 0.04191| 0.08817| 0.00000| 24.8 
075/2251k| 0.38181| 0.14250| 0.09139| 0.04400| 0.10392| 0.00000| 24.6 
075/2251k| 0.33783| 0.14039| 0.08732| 0.04092| 0.06919| 0.00000| 24.7 
075/2251k| 0.37464| 0.14641| 0.08992| 0.03994| 0.09838| 0.00000| 24.5 
075/2251k| 0.38235| 0.14684| 0.09295| 0.04383| 0.09873| 0.00000| 24.7 
075/2252k| 0.35091| 0.13428| 0.08804| 0.03258| 0.09601| 0.00000| 24.2 
075/2252k| 0.33687| 0.14774| 0.08935| 0.03983| 0.05994| 0.00000| 24.2 
075/2252k| 0.34859| 0.14540| 0.09020| 0.03760| 0.07539| 0.00000| 24.1 
075/2252k| 0.43437| 0.15688| 0.09267| 0.06212| 0.12270| 0.00000| 24.5 
075/2252k| 0.39330| 0.15959| 0.08894| 0.04176| 0.10302| 0.00000| 24.3 
075/2252k| 0.35406| 0.15084| 0.09152| 0.04370| 0.06800| 0.00000| 24.8 
075/2252k| 0.35527| 0.14065| 0.08898| 0.03587| 0.08978| 0.00000| 24.7 
075/2252k| 0.37416| 0.16146| 0.09144| 0.05014| 0.07111| 0.00000| 24.3 
075/2252k| 0.34120| 0.15054| 0.08931| 0.04177| 0.05957| 0.00000| 24.5 
075/2252k| 0.36037| 0.14528| 0.08969| 0.03713| 0.08827| 0.00000| 24.7 
075/2252k| 0.37599| 0.15250| 0.09222| 0.04196| 0.08931| 0.00000| 24.7 
075/2252k| 0.36074| 0.14983| 0.09210| 0.04252| 0.07630| 0.00000| 24.3 
075/2252k| 0.39473| 0.14902| 0.09304| 0.04171| 0.11095| 0.00000| 24.5 
075/2252k| 0.35737| 0.13733| 0.08763| 0.03772| 0.09469| 0.00000| 24.8 
075/2253k| 0.37350| 0.14847| 0.09040| 0.04365| 0.09098| 0.00000| 24.4 
075/2253k| 0.33335| 0.14591| 0.08748| 0.03643| 0.06354| 0.00000| 24.3 
075/2253k| 0.36517| 0.14600| 0.09051| 0.03526| 0.09340| 0.00000| 23.7 
075/2253k| 0.38438| 0.14853| 0.08930| 0.04069| 0.10586| 0.00000| 24.8 
075/2253k| 0.35538| 0.14566| 0.08807| 0.03754| 0.08411| 0.00000| 24.2 
075/2253k| 0.39822| 0.16461| 0.09218| 0.04796| 0.09347| 0.00000| 24.7 
075/2253k| 0.38751| 0.14842| 0.08925| 0.04291| 0.10694| 0.00000| 24.6 
075/2253k| 0.39353| 0.15747| 0.09181| 0.04773| 0.09653| 0.00000| 23.9 
075/2253k| 0.37797| 0.14743| 0.08920| 0.04026| 0.10109| 0.00000| 24.6 
075/2253k| 0.41251| 0.16499| 0.09278| 0.04913| 0.10561| 0.00000| 24.7 
075/2253k| 0.33842| 0.14895| 0.08866| 0.03626| 0.06456| 0.00000| 23.9 
075/2253k| 0.33986| 0.14346| 0.08939| 0.04456| 0.06244| 0.00000| 24.9 
075/2253k| 0.35168| 0.14723| 0.08885| 0.04108| 0.07451| 0.00000| 24.4 
075/2253k| 0.35806| 0.15244| 0.09042| 0.03428| 0.08093| 0.00000| 24.4 
075/2254k| 0.36454| 0.14453| 0.08873| 0.03789| 0.09339| 0.00000| 24.8 
075/2254k| 0.35337| 0.13903| 0.09247| 0.04057| 0.08130| 0.00000| 24.4 
075/2254k| 0.39527| 0.16161| 0.09110| 0.04421| 0.09835| 0.00000| 24.8 
075/2254k| 0.35811| 0.14324| 0.08894| 0.03528| 0.09065| 0.00000| 24.7 
075/2254k| 0.37712| 0.15781| 0.09065| 0.04980| 0.07887| 0.00000| 24.4 
075/2254k| 0.35682| 0.16360| 0.09452| 0.04651| 0.05218| 0.00000| 24.8 
075/2254k| 0.33970| 0.13407| 0.08514| 0.04107| 0.07943| 0.00000| 24.7 
075/2254k| 0.38217| 0.14928| 0.09151| 0.04578| 0.09559| 0.00000| 24.5 
075/2254k| 0.36319| 0.14897| 0.08934| 0.04450| 0.08037| 0.00000| 24.8 
075/2254k| 0.36997| 0.15788| 0.09334| 0.04884| 0.06991| 0.00000| 24.5 
075/2254k| 0.35446| 0.14530| 0.08928| 0.03706| 0.08282| 0.00000| 24.7 
075/2254k| 0.37973| 0.15333| 0.09201| 0.04882| 0.08558| 0.00000| 24.7 
075/2254k| 0.38922| 0.15534| 0.09289| 0.04526| 0.09573| 0.00000| 24.7 
075/2254k| 0.34299| 0.13825| 0.08774| 0.04817| 0.06883| 0.00000| 24.8 
075/2255k| 0.37169| 0.15309| 0.09246| 0.04112| 0.08502| 0.00000| 24.0 
075/2255k| 0.34368| 0.14434| 0.08974| 0.03859| 0.07101| 0.00000| 24.6 
075/2255k| 0.40293| 0.16154| 0.09037| 0.05218| 0.09883| 0.00000| 23.8 
075/2255k| 0.40685| 0.16289| 0.08969| 0.05555| 0.09871| 0.00000| 24.6 
075/2255k| 0.34139| 0.14433| 0.09007| 0.03741| 0.06957| 0.00000| 24.7 
075/2255k| 0.35781| 0.13924| 0.08909| 0.03816| 0.09131| 0.00000| 24.7 
075/2255k| 0.37130| 0.15215| 0.09317| 0.04904| 0.07694| 0.00000| 24.5 
075/2255k| 0.36224| 0.16795| 0.09109| 0.04222| 0.06098| 0.00000| 24.6 
075/2255k| 0.36134| 0.16100| 0.09000| 0.04510| 0.06524| 0.00000| 24.5 
075/2255k| 0.35784| 0.15438| 0.08833| 0.03822| 0.07691| 0.00000| 24.6 
075/2255k| 0.39952| 0.17123| 0.09458| 0.05455| 0.07917| 0.00000| 24.5 
075/2255k| 0.39090| 0.15330| 0.09400| 0.05166| 0.09194| 0.00000| 23.4 
075/2255k| 0.38810| 0.15047| 0.09380| 0.05114| 0.09269| 0.00000| 24.6 
075/2255k| 0.35385| 0.15620| 0.08626| 0.04382| 0.06757| 0.00000| 24.8 
075/2256k| 0.38879| 0.15429| 0.09097| 0.04932| 0.09421| 0.00000| 24.3 
075/2256k| 0.34536| 0.14777| 0.08799| 0.03383| 0.07578| 0.00000| 24.7 
075/2256k| 0.35179| 0.14259| 0.08456| 0.03977| 0.08488| 0.00000| 24.8 
075/2256k| 0.37796| 0.15289| 0.09141| 0.05167| 0.08199| 0.00000| 24.7 
075/2256k| 0.34331| 0.14882| 0.08940| 0.04427| 0.06083| 0.00000| 24.7 
075/2256k| 0.38656| 0.15467| 0.09120| 0.04262| 0.09808| 0.00000| 24.8 
075/2256k| 0.34980| 0.15636| 0.09611| 0.04281| 0.05452| 0.00000| 24.6 
075/2256k| 0.34025| 0.14019| 0.08638| 0.03928| 0.07440| 0.00000| 24.8 
075/2256k| 0.37076| 0.15510| 0.09481| 0.04220| 0.07865| 0.00000| 24.5 
075/2256k| 0.35946| 0.14185| 0.08896| 0.03576| 0.09289| 0.00000| 24.5 
075/2256k| 0.37271| 0.14836| 0.09867| 0.04155| 0.08414| 0.00000| 24.8 
075/2256k| 0.39235| 0.15729| 0.09201| 0.03441| 0.10863| 0.00000| 24.7 
075/2256k| 0.35845| 0.15734| 0.09135| 0.04640| 0.06336| 0.00000| 24.4 
075/2256k| 0.36754| 0.13497| 0.08393| 0.04134| 0.10731| 0.00000| 24.7 
075/2257k| 0.40353| 0.15485| 0.09218| 0.04829| 0.10821| 0.00000| 24.8 
075/2257k| 0.36219| 0.14750| 0.09181| 0.04137| 0.08151| 0.00000| 24.7 
075/2257k| 0.37764| 0.15678| 0.09281| 0.03932| 0.08873| 0.00000| 24.6 
075/2257k| 0.34331| 0.14337| 0.08719| 0.03591| 0.07684| 0.00000| 24.5 
075/2257k| 0.37849| 0.14540| 0.09104| 0.03709| 0.10495| 0.00000| 24.7 
075/2257k| 0.37529| 0.15790| 0.09345| 0.05182| 0.07212| 0.00000| 24.5 
075/2257k| 0.36287| 0.14686| 0.09271| 0.04085| 0.08245| 0.00000| 24.3 
075/2257k| 0.34207| 0.13538| 0.08715| 0.04155| 0.07800| 0.00000| 24.6 
075/2257k| 0.36139| 0.15572| 0.09241| 0.04183| 0.07143| 0.00000| 24.8 
075/2257k| 0.40405| 0.15783| 0.09027| 0.04730| 0.10864| 0.00000| 24.8 
075/2257k| 0.35569| 0.15382| 0.08945| 0.04714| 0.06528| 0.00000| 24.4 
075/2257k| 0.35422| 0.15008| 0.09091| 0.03982| 0.07341| 0.00000| 24.8 
075/2257k| 0.33077| 0.13470| 0.08978| 0.03507| 0.07121| 0.00000| 24.8 
075/2257k| 0.37567| 0.14247| 0.09155| 0.04753| 0.09412| 0.00000| 24.7 
075/2258k| 0.35583| 0.14162| 0.08862| 0.03366| 0.09193| 0.00000| 24.5 
075/2258k| 0.35490| 0.15007| 0.08970| 0.03674| 0.07838| 0.00000| 24.6 
075/2258k| 0.40196| 0.15232| 0.09289| 0.05133| 0.10542| 0.00000| 24.6 
075/2258k| 0.38266| 0.15448| 0.09221| 0.05378| 0.08219| 0.00000| 24.5 
075/2258k| 0.34877| 0.14170| 0.09142| 0.03792| 0.07773| 0.00000| 24.6 
075/2258k| 0.33373| 0.13542| 0.09117| 0.03389| 0.07325| 0.00000| 24.7 
075/2258k| 0.33593| 0.14146| 0.08408| 0.03341| 0.07699| 0.00000| 24.7 
075/2258k| 0.34538| 0.13627| 0.08879| 0.03323| 0.08709| 0.00000| 24.7 
075/2258k| 0.41548| 0.16714| 0.09521| 0.05743| 0.09569| 0.00000| 24.5 
075/2258k| 0.33806| 0.14552| 0.08888| 0.03848| 0.06517| 0.00000| 24.6 
075/2258k| 0.39202| 0.15812| 0.08919| 0.05445| 0.09025| 0.00000| 24.4 
075/2258k| 0.37498| 0.16022| 0.09366| 0.04955| 0.07155| 0.00000| 24.6 
075/2258k| 0.36661| 0.15902| 0.09016| 0.04703| 0.07040| 0.00000| 24.8 
075/2259k| 0.37044| 0.15767| 0.08781| 0.04651| 0.07845| 0.00000| 24.7 
075/2259k| 0.37795| 0.14678| 0.08999| 0.04448| 0.09671| 0.00000| 24.4 
075/2259k| 0.40769| 0.16472| 0.09439| 0.05569| 0.09289| 0.00000| 24.5 
075/2259k| 0.35890| 0.15577| 0.09089| 0.04177| 0.07048| 0.00000| 24.7 
075/2259k| 0.37539| 0.16843| 0.09126| 0.04171| 0.07399| 0.00000| 24.7 
075/2259k| 0.37773| 0.15918| 0.09237| 0.04126| 0.08492| 0.00000| 24.8 
075/2259k| 0.39540| 0.16278| 0.09403| 0.04761| 0.09098| 0.00000| 24.8 
075/2259k| 0.38728| 0.15881| 0.09373| 0.04631| 0.08843| 0.00000| 24.6 
075/2259k| 0.35455| 0.14061| 0.09273| 0.03852| 0.08268| 0.00000| 24.8 
